,instance_id,gesture_id,country,highest-level UNGeoScheme,lowest-level UNGeoScheme,Inglehart–Welzel cluster,user_id,meaning,offensive_usage_scenarios,non_offensive_usage_scenarios,offensiveness_score,confidence_score,unsure_explanation
367,ID_NAmerica_5,Wanker,United States of America,Americas,Northern America,English Speaking,668a953992fc91de8ff9b671,this gesture can have sexual connotations,A guy seeing an attractive woman and proceeds with gesture to attract their attention,,Offensive/Obscene,5,
368,ID_NAmer_5,The Fig,United States of America,Americas,Northern America,English Speaking,659c39313a046064892117fc,I dont know,,"to some people, it may be impolite and childish",Not Offensive/Appropriate/No Meaning,2,
369,ID_NAmer_5,The Fig,United States of America,Americas,Northern America,English Speaking,63f78f2c0450fcbb448a8637,"It has no meaning here in the US as far as I am aware (other than ""I got your nose"" trick we use to play on children).",,"It has no meaning here in the US as far as I am aware (other than ""I got your nose"" trick we use to play on children).",Not Offensive/Appropriate/No Meaning,5,
370,ID_NAmer_5,The Fig,United States of America,Americas,Northern America,English Speaking,6567f7927d545288274fa46b,I have never seen anyone use this gesture,,I can't imagine any context where this would be used,Not Offensive/Appropriate/No Meaning,4,
371,ID_NAmer_5,The Fig,United States of America,Americas,Northern America,English Speaking,5b00c4f74f435000018c5049,This gesture does not particularly have a meaning in,,This gesture does not particularly have a meaning in,Not Offensive/Appropriate/No Meaning,5,
372,ID_NAmer_5,The Fig,United States of America,Americas,Northern America,English Speaking,667434ac57d06c90c3261d5c,"I've got your nose!. Something playful and light-hearted, mostly towards children.",,"I've never seen this used in an offensive way in the United States. It usually indicates a playful meaning of tricking kids (or even adults) that you have their nose, toes, fingers, etc. It's meant to be light-hearted, or like light jokes.",Not Offensive/Appropriate/No Meaning,5,
373,ID_NAmerica_6,Wanker,Canada,Americas,Northern America,English Speaking,5a0d1f2cfe645f0001e9f7ca,"It would be used to imply that someone is a ""wanker,"" that they're self-important and too serious. ","Using it toward someone with older people present would be seen as very offensive due to the sexual nature of the insult, even though it could just be a few friends joking about the other taking themselves too seriously.",,Offensive/Obscene,3,
374,ID_NAmerica_6,Wanker,Canada,Americas,Northern America,English Speaking,5f1319b3975be90008ab56a3,it means that the person is dumb,it is offensive because it makes the other person feel bad about themselves.,,Offensive/Obscene,5,
375,ID_NAmerica_6,Wanker,Canada,Americas,Northern America,English Speaking,663ec26cc9f26e1a4eed9eff,wanker,in public or at home,"“with the boys""",Unsure,3,I am not familiar with Canadian culture.
376,ID_NAmerica_6,Wanker,Canada,Americas,Northern America,English Speaking,61576454419cd49bb2a2c85d,"depending on the context in which the gesture is used will determine whether it is more inappropriate or more offensive. Generally, it refers to a sexual act of stroking a males private part.",could be offensive in a situation in which one does it to make fun of someone who does not have sexual intercourse and is typically single. and do the hand gesture to show that's the sexual pleasure they engage in.,,Rude/Impolite/Inappropriate/Disrespectful,5,
377,ID_NAmerica_6,Wanker,Canada,Americas,Northern America,English Speaking,668a953992fc91de8ff9b671,"similar to US, this can have sexual connotations",Any situation with this gesture is offensive.,,Offensive/Obscene,5,
378,ID_NAmer_6,The Fig,Canada,Americas,Northern America,English Speaking,63f78f2c0450fcbb448a8637,"No idea, but it can't be good (just looks dirty).",,,Not Offensive/Appropriate/No Meaning,4,
379,ID_NAmer_6,The Fig,Canada,Americas,Northern America,English Speaking,6104f2626b46bd21f1c9a1b3,It implies that you are teasing someone,,like a child,Not Offensive/Appropriate/No Meaning,3,
380,ID_NAmer_6,The Fig,Canada,Americas,Northern America,English Speaking,66ca2d77843ac6baf8bbedd8,got your nose prank played on small children. Not offensive,not offensive,not offensive,Unsure,5,seen this used on children as a joke
381,ID_NAmer_6,The Fig,Canada,Americas,Northern America,English Speaking,66579f3504f7a32c8a3ab008,its just sign language,,sign language,Not Offensive/Appropriate/No Meaning,5,
382,ID_NAmer_6,The Fig,Canada,Americas,Northern America,English Speaking,56b3edf12bac74000d89e452,I've never seen this gesture so I'm not sure,I've never seen this gesture so I'm not sure,I've never seen this gesture so I'm not sure,Unsure,2,I've never seen this gesture so I'm not sure
383,ID_NAmerica_7,Shocker,United States of America,Americas,Northern America,English Speaking,5a0d1f2cfe645f0001e9f7ca,"It's a rude, sexual joke referencing a movie line about ""two in the pink and one in the stink."" As long as someone understands what it means, they'd assume the person was joking about vaginal and anal play.","In just about any scenario, it'd be a crude and direct reference to a sex act. Showing a woman the shocker is either a rude joke or a direct, crude ""offer"" to do it them, which would be highly offensive. ",,Offensive/Obscene,5,
384,ID_NAmerica_7,Shocker,United States of America,Americas,Northern America,English Speaking,5f1319b3975be90008ab56a3,i'm not sure what it means,someone may feel it is offensive based on how the fingers are placed,unsure because i am not familiar with the term shocker.,Unsure,3,i'm not sure of the meaning of this
385,ID_NAmerica_7,Shocker,United States of America,Americas,Northern America,English Speaking,663ec26cc9f26e1a4eed9eff,Shocking a female vagine two in the vagina one in the anus.,This would be offensive in all contexts especially if a woman is present or around,,Offensive/Obscene,5,
386,ID_NAmerica_7,Shocker,United States of America,Americas,Northern America,English Speaking,61576454419cd49bb2a2c85d,"Based on reason above, has strong negative sexual conotations",,,Unsure,3,"Im not personally familiar with this hand gesture, but above it states that it is an offensive/obscene hand gesture"
387,ID_NAmerica_7,Shocker,United States of America,Americas,Northern America,English Speaking,668a953992fc91de8ff9b671,it has strong sexual connotations as it was developed from Wichita state,not too familiar with the gesture. just learned from the example given,,Offensive/Obscene,2,
388,ID_NAmer_7,Horns,United States of America,Americas,Northern America,English Speaking,637d5f0f84db9e63ebafc4db,"In the United States, using the ""horns"" gesture typically implies enthusiasm, excitement, or a sense of community, particularly within rock and metal music culture, where it signifies a shared love for the genre. It can also express defiance or rebellion in a playful manner. However, in some contexts, it may suggest infidelity or insult if directed toward someone as a derogatory gesture, highlighting the importance of context in interpreting its meaning.","In the United States, using the ""horns"" gesture typically implies enthusiasm, excitement, or a sense of community, particularly within rock and metal music culture, where it signifies a shared love for the genre. It can also express defiance or rebellion in a playful manner. However, in some contexts, it may suggest infidelity or insult if directed toward someone as a derogatory gesture, highlighting the importance of context in interpreting its meaning.","In the United States, using the ""horns"" gesture typically implies enthusiasm, excitement, or a sense of community, particularly within rock and metal music culture, where it signifies a shared love for the genre. It can also express defiance or rebellion in a playful manner. However, in some contexts, it may suggest infidelity or insult if directed toward someone as a derogatory gesture, highlighting the importance of context in interpreting its meaning.",Not Offensive/Appropriate/No Meaning,5,
389,ID_NAmer_7,Horns,United States of America,Americas,Northern America,English Speaking,6104f2626b46bd21f1c9a1b3,"It implies a gesture of ""rock on!"" People usually use this as a positive thing.",,"People would use this in a concert scenario to imply ""rock on!"" usually at musical festivals as well.",Not Offensive/Appropriate/No Meaning,4,
390,ID_NAmer_7,Horns,United States of America,Americas,Northern America,English Speaking,667aede306374173cad1947a,Rock and roll type symbol,,At a rock and roll concert,Not Offensive/Appropriate/No Meaning,4,
391,ID_NAmer_7,Horns,United States of America,Americas,Northern America,English Speaking,66579f3504f7a32c8a3ab008,ROck on,,Rock on at a concert ,Not Offensive/Appropriate/No Meaning,5,
392,ID_NAmer_7,Horns,United States of America,Americas,Northern America,English Speaking,667434ac57d06c90c3261d5c,Rock on!,,"Enjoyment while listening to rock, or metal music. Encouraging or elevating good behavior.",Not Offensive/Appropriate/No Meaning,5,
393,ID_NAmer_8,Horns,Canada,Americas,Northern America,English Speaking,5c85ccec34daa70017e92ff6,"Fan of rock music, used during concerts to express excitement or support",,"Concerts, crowds",Not Offensive/Appropriate/No Meaning,4,
394,ID_NAmer_8,Horns,Canada,Americas,Northern America,English Speaking,6104f2626b46bd21f1c9a1b3,It's the same as America. It's for the rock or heavy metal music scene.,,People use this in rock or heavy metal concerts.,Not Offensive/Appropriate/No Meaning,4,
395,ID_NAmer_8,Horns,Canada,Americas,Northern America,English Speaking,66ca2d77843ac6baf8bbedd8,devil horns. used during a concert.,,"not offensive, can have an entire arena baning along",Not Offensive/Appropriate/No Meaning,5,
396,ID_NAmer_8,Horns,Canada,Americas,Northern America,English Speaking,5cf9de227cb81800012766ef,"It could be offensive to some in religious contexts... the younger generations use it as a ""rock out"" gesture",Religious contexts... the devil,,Unsure,3,"unsure, maybe two meaning"
397,ID_NAmer_8,Horns,Canada,Americas,Northern America,English Speaking,66761cd247a5427aa8479ece,In Canada this means rock on.,,If someone is listening to a rock song they may use the gesture to indicate they really like the song.,Not Offensive/Appropriate/No Meaning,5,
398,ID_NAmer_9,Index finger pointing,United States of America,Americas,Northern America,English Speaking,663e708f01feb5e788ba82ba,Pointing someone or something out.,Doing in an aggressive confronting manner.,When trying to show something.,Unsure,4,It can be rude of done in an aggressive way.
399,ID_NAmer_9,Index finger pointing,United States of America,Americas,Northern America,English Speaking,5dd9df0e946f7c97406a55ea,putting blame onto someone and pointing them out,pointing to a fat person in a crowd of people,,free_response,4,
400,ID_NAmer_9,Index finger pointing,United States of America,Americas,Northern America,English Speaking,5c8ee6c36ca70b0001fe979d,there it is,,giving directions,Not Offensive/Appropriate/No Meaning,4,
401,ID_NAmer_9,Index finger pointing,United States of America,Americas,Northern America,English Speaking,5cf9de227cb81800012766ef,this is a gesture of blame and aggression,it's an aggressive form of placing blame... also shame,,Rude/Impolite/Inappropriate/Disrespectful,5,
402,ID_NAmer_9,Index finger pointing,United States of America,Americas,Northern America,English Speaking,667434ac57d06c90c3261d5c,"I feel like it's very 70/30 with this gesture? 70% of the time, rude or impolite to ""point"" people out, or it can be a gesture used in an argument, or when someone is angry. ","Body language that is also aggressive, emphasizing it with finger pointing, such as pointing your finger right in someone's face.",,Rude/Impolite/Inappropriate/Disrespectful,5,
403,ID_NAmer_10,Index finger pointing,Canada,Americas,Northern America,English Speaking,663e708f01feb5e788ba82ba,They are showing something.,,When looking for something.,Not Offensive/Appropriate/No Meaning,3,
404,ID_NAmer_10,Index finger pointing,Canada,Americas,Northern America,English Speaking,603eeee068ff0bfe74a8b316,Used to identify an individual. Can be considered rude depending on the context.,,Person A is giving instructions to a group. They need person C to complete a specific task so PA gestures to PC for clarity to the group.,Not Offensive/Appropriate/No Meaning,3,
405,ID_NAmer_10,Index finger pointing,Canada,Americas,Northern America,English Speaking,6567f7927d545288274fa46b,It means you are pointing at something specific,,You are showing someone something,Not Offensive/Appropriate/No Meaning,3,
406,ID_NAmer_10,Index finger pointing,Canada,Americas,Northern America,English Speaking,6688359da7b0b70e2fe86f81,Being cocky,Like pointing fingers at someone is rude,,Rude/Impolite/Inappropriate/Disrespectful,4,
407,ID_NAmer_10,Index finger pointing,Canada,Americas,Northern America,English Speaking,6101ef1236355f4ac2ec8fce,For someone to look at something/someone that's far away.,If someone is pointing at someone else it could be considered rude.,,Rude/Impolite/Inappropriate/Disrespectful,3,
408,ID_NAmer_11,Forearm Jerk,United States of America,Americas,Northern America,English Speaking,5c85ccec34daa70017e92ff6,Screw you or Check out my bicep.,"If meant as the insult, it's offensive.","If someone is flexing their muscles, it's not offensive.",Unsure,4,"This could go two ways, one is an insult, one is humor."
409,ID_NAmer_11,Forearm Jerk,United States of America,Americas,Northern America,English Speaking,603eeee068ff0bfe74a8b316,Up yours. It's a dated gesture meaning the person is not in agreement and doesn't like the other person very much.,Person A declares support for a politician. Person B uses the gesture to communicate a deep dislike of the politician and Person B for supporting them.,,Rude/Impolite/Inappropriate/Disrespectful,4,
410,ID_NAmer_11,Forearm Jerk,United States of America,Americas,Northern America,English Speaking,659c04c9e78bdc89676e7c76,this means F*ck you.,when someone is mad at some they do this in a hateful harmful way,,Offensive/Obscene,5,
411,ID_NAmer_11,Forearm Jerk,United States of America,Americas,Northern America,English Speaking,653001ecaa6552b09aa80c1e,Basically shove it up your ass/go fuck yourself.,During an argument or road rage someone might do this to someone else in order to offend them.,,Rude/Impolite/Inappropriate/Disrespectful,5,
412,ID_NAmer_11,Forearm Jerk,United States of America,Americas,Northern America,English Speaking,667434ac57d06c90c3261d5c,"F you ""F off"" ""F you jerk"". An aggressive sign when someone wants to be physical but is resisting.","It can totally be unprompted. It can be prompted by arguments, bumping into someone on the street.",,Rude/Impolite/Inappropriate/Disrespectful,4,
413,ID_NAmer_12,Forearm Jerk,Canada,Americas,Northern America,English Speaking,5d42c9ab4733ca0001ff2a24,It is the equivalent of the middle finger,When two people are arguing or being confrontational,,Offensive/Obscene,5,
414,ID_NAmer_12,Forearm Jerk,Canada,Americas,Northern America,English Speaking,60e526b8c0bb71dce32c3166,I think it's a way of saying 'F-U' without actually giving the finger.,When someone is expressing displeasure with someone else.s,,Rude/Impolite/Inappropriate/Disrespectful,4,
415,ID_NAmer_12,Forearm Jerk,Canada,Americas,Northern America,English Speaking,5c8ee6c36ca70b0001fe979d,obscene gesture,all,,Offensive/Obscene,4,
416,ID_NAmer_12,Forearm Jerk,Canada,Americas,Northern America,English Speaking,66579f3504f7a32c8a3ab008,F you,When youre gesturing it at someone else,,Rude/Impolite/Inappropriate/Disrespectful,4,
417,ID_NAmer_12,Forearm Jerk,Canada,Americas,Northern America,English Speaking,5b305b176d601d0001d5ea96,it means screw off.,"it can be used to be offensive to someone from a distance , bsaically saying f u",,Offensive/Obscene,5,
418,ID_NAmer_13,Open palm with fingers spread,United States of America,Americas,Northern America,English Speaking,659c39313a046064892117fc,"this is just an open palm, it could be used as getting someone to stop talking",,It would be a gesture to get someone to quiet down or distract them,Not Offensive/Appropriate/No Meaning,5,
419,ID_NAmer_13,Open palm with fingers spread,United States of America,Americas,Northern America,English Speaking,60e526b8c0bb71dce32c3166,Nothing. I don't think it means anything.,,Perhaps when someone is demonstrating that there are '5' of any given item.,Not Offensive/Appropriate/No Meaning,4,
420,ID_NAmer_13,Open palm with fingers spread,United States of America,Americas,Northern America,English Speaking,659c04c9e78bdc89676e7c76,unsure,no comment,no comment,Unsure,1,never saw it before
421,ID_NAmer_13,Open palm with fingers spread,United States of America,Americas,Northern America,English Speaking,655a5905877c0202b665181d,I think this could be interpreted as a friendly wave.,,You could do this while greeting someone or passing by and it would be considered friendly.,Not Offensive/Appropriate/No Meaning,4,
422,ID_NAmer_13,Open palm with fingers spread,United States of America,Americas,Northern America,English Speaking,5b305b176d601d0001d5ea96,it could mean stop or back  off or it could mean to grab someones attention,,when youre getting into someones face or trying to stop someone from going towards you,Not Offensive/Appropriate/No Meaning,5,
423,ID_NAmer_14,Open palm with fingers spread,Canada,Americas,Northern America,English Speaking,663e708f01feb5e788ba82ba,Hiding.,,I don't think there would be any scenarios.,Not Offensive/Appropriate/No Meaning,3,
424,ID_NAmer_14,Open palm with fingers spread,Canada,Americas,Northern America,English Speaking,637d5f0f84db9e63ebafc4db,"In Canada, using the open palm with fingers spread gesture typically implies rejection, disdain, or dismissal, often perceived as an aggressive or confrontational sign. In some contexts, it might also be interpreted as an invitation to stop or back off.",,The open palm with fingers spread gesture is generally considered not offensive. ,Not Offensive/Appropriate/No Meaning,5,
425,ID_NAmer_14,Open palm with fingers spread,Canada,Americas,Northern America,English Speaking,66ca2d77843ac6baf8bbedd8,I dont believe this means anything,,not offensive that I know of,Not Offensive/Appropriate/No Meaning,5,
426,ID_NAmer_14,Open palm with fingers spread,Canada,Americas,Northern America,English Speaking,655a5905877c0202b665181d,I think this is a wave and is considered a greeting in Canada.,,You could do this to someone in passing and they would think of you as friendly or not offensive.,Not Offensive/Appropriate/No Meaning,4,
427,ID_NAmer_14,Open palm with fingers spread,Canada,Americas,Northern America,English Speaking,56b3edf12bac74000d89e452,Getting someone's attention,,"Getting someone's attention, such as a taxi",Not Offensive/Appropriate/No Meaning,2,
428,ID_NAmer_15,Chin Flick,United States of America,Americas,Northern America,English Speaking,5c85ccec34daa70017e92ff6,Disdain for the other person,Speaking with someone,,Rude/Impolite/Inappropriate/Disrespectful,4,
429,ID_NAmer_15,Chin Flick,United States of America,Americas,Northern America,English Speaking,659c39313a046064892117fc,"this is a gesture widely used in the east coast, especially by American Italians. it essentially is flipping somebody off","when doing it so someone, it is very offensive as you are saying that they should screw off",,Rude/Impolite/Inappropriate/Disrespectful,5,
430,ID_NAmer_15,Chin Flick,United States of America,Americas,Northern America,English Speaking,60e526b8c0bb71dce32c3166,"I think it's a take on ""F-U"". ",I believe it's used to depict annoyance or displeasure.,,Rude/Impolite/Inappropriate/Disrespectful,4,
431,ID_NAmer_15,Chin Flick,United States of America,Americas,Northern America,English Speaking,5c28e9dfda51990001e3204b,"It is the equivalent of saying ""fuck you"" or giving someone the middle finger.","When someone is mad, telling someone off.",,Rude/Impolite/Inappropriate/Disrespectful,5,
432,ID_NAmer_15,Chin Flick,United States of America,Americas,Northern America,English Speaking,6542660e8a2ea45b666ca4f9,i dont care,when this sign is done to someone it can be considered as telling someone to get lost which can be very rude.,,Rude/Impolite/Inappropriate/Disrespectful,4,
433,ID_NAmer_16,Chin Flick,Canada,Americas,Northern America,English Speaking,59f21fe8cc514a00011a66cf,I do not know what it means in Canada.,I do not know what it means in Canada.,I do not know what it means in Canada.,Unsure,5,I don't know what this means in Canada.
434,ID_NAmer_16,Chin Flick,Canada,Americas,Northern America,English Speaking,63f78f2c0450fcbb448a8637,It's the equivalent of giving someone the middle finger.,Every context and scenario.,,Rude/Impolite/Inappropriate/Disrespectful,5,
435,ID_NAmer_16,Chin Flick,Canada,Americas,Northern America,English Speaking,5c8ee6c36ca70b0001fe979d,obscene gesture,all,,Offensive/Obscene,4,
436,ID_NAmer_16,Chin Flick,Canada,Americas,Northern America,English Speaking,5b00c4f74f435000018c5049,The hand gesture is never used and doesn't mean anything,,This gesture doesn't have any meaning,Not Offensive/Appropriate/No Meaning,4,
437,ID_NAmer_16,Chin Flick,Canada,Americas,Northern America,English Speaking,667434ac57d06c90c3261d5c,"An inappropriate or offensive way to basically tell someone to ""F off"", or buzz off. ","Getting under someone's skin, or trying to have the final say/gesture in a brief argument/incident, perhaps towards a stranger while out and about.",,Offensive/Obscene,4,
438,ID_NAmer_17,Pinched Fingers,United States of America,Americas,Northern America,English Speaking,62d9cf09c21090c5e175de6b,good food italian,could be used to mock an italian person,any,Unsure,3,"not ""offensive"""
439,ID_NAmer_17,Pinched Fingers,United States of America,Americas,Northern America,English Speaking,637d5f0f84db9e63ebafc4db,"In the United States, the ""pinched fingers"" gesture, often referred to as the ""finger purse"" or ""Che vuoi?"" gesture, can be interpreted in various ways depending on the context. While it is not inherently offensive, it may come across as rude or dismissive if used to convey annoyance or frustration. In a more neutral or positive context, it can indicate emphasis or a request for clarification. Overall, understanding the situation and tone is key to determining how this gesture is perceived.",,"The pinched fingers gesture is considered not offensive or even positive in contexts such as emphasizing a point during a conversation, expressing curiosity, adding artistic flair in performances, engaging in friendly discussions, or being recognized as a cultural expression, where it conveys enthusiasm and engagement.",Not Offensive/Appropriate/No Meaning,5,
440,ID_NAmer_17,Pinched Fingers,United States of America,Americas,Northern America,English Speaking,60fedc56becaae38aef87fcc,This hand gesture is when Italians use it to say its perfect,,"When trying to be comical, or use an Italian accent, people will make this hand gesture",Not Offensive/Appropriate/No Meaning,2,
441,ID_NAmer_17,Pinched Fingers,United States of America,Americas,Northern America,English Speaking,5cf9de227cb81800012766ef,"I think it means ""waiting"" for luck...or look at this",,Nothing stands out... just a gesture for waiting,Not Offensive/Appropriate/No Meaning,4,
442,ID_NAmer_17,Pinched Fingers,United States of America,Americas,Northern America,English Speaking,655a5905877c0202b665181d,This hand gesture emphasizes what someone is saying and adds more weight to it.,,This is not offensive if you are talking in a calm manner and are simply using your hands to emphasize.,Not Offensive/Appropriate/No Meaning,3,
443,ID_NAmer_18,Pinched Fingers,Canada,Americas,Northern America,English Speaking,663e708f01feb5e788ba82ba,I think they would think it was just for effect.,,If excited.,Not Offensive/Appropriate/No Meaning,3,
444,ID_NAmer_18,Pinched Fingers,Canada,Americas,Northern America,English Speaking,6104f2626b46bd21f1c9a1b3,"It usually means ""What do you want?""",,When talking to others and you want to fully express your thoughts on what the person wants.,Not Offensive/Appropriate/No Meaning,4,
445,ID_NAmer_18,Pinched Fingers,Canada,Americas,Northern America,English Speaking,65498b740c9fe48d45c9f510,"If I saw somebody using this gesture, I would associate it with someone trying to make a point. I would also associate it with Italian culture.",This gesture may be considered offensive in Canada if someone was using it in an argument or in an abusive way.,"This gesture could also be used to make a point about something being delicious or beautiful, for example.",Unsure,3,I know this gesture is used in cultures outside of Canada (e.g. Italy). I do not think it takes on any meaning in Canada.
446,ID_NAmer_18,Pinched Fingers,Canada,Americas,Northern America,English Speaking,6688359da7b0b70e2fe86f81,no idea,maybe immigrants,In italian immigrant communities,Unsure,5,I haven't noticed this gesture among the broader canadian community
447,ID_NAmer_18,Pinched Fingers,Canada,Americas,Northern America,English Speaking,655a5905877c0202b665181d,This implies that you are very passionate about what you are saying and are emphasizing your words with actions.,,When you are trying to convince someone and emphasizing your point.,Not Offensive/Appropriate/No Meaning,2,
448,ID_NAmer_19,V sign,United States of America,Americas,Northern America,English Speaking,603eeee068ff0bfe74a8b316,Can have many meanings. Most generally would be peace. Can mean that the person intends no harm.,,"A family sitting in their front yard when an unknown man appears in their neighbourhood. Catching their attention, the man holds up a peace sign to indicate he is just passing through and will not bother them.",Not Offensive/Appropriate/No Meaning,4,
449,ID_NAmer_19,V sign,United States of America,Americas,Northern America,English Speaking,6104f2626b46bd21f1c9a1b3,It's a sign of peace.,,"People usually use this as a way to show peace or saying good bye. ""peace out!""",Not Offensive/Appropriate/No Meaning,4,
450,ID_NAmer_19,V sign,United States of America,Americas,Northern America,English Speaking,66063e30b927403afa9cc13f,"Generally used as the peace sign, often when taking photos as a pose or in contexts of showing non violence and sort of a 'hippy' mentality",,Whilst taking photos ... just a way to pose,Not Offensive/Appropriate/No Meaning,4,
451,ID_NAmer_19,V sign,United States of America,Americas,Northern America,English Speaking,653001ecaa6552b09aa80c1e,Peace generally,,Some people use this to say goodbye in a nice way.,Not Offensive/Appropriate/No Meaning,4,
452,ID_NAmer_19,V sign,United States of America,Americas,Northern America,English Speaking,5b305b176d601d0001d5ea96,peace,,it is used when people take photos,Not Offensive/Appropriate/No Meaning,5,
453,ID_NAmer_20,V sign,Canada,Americas,Northern America,English Speaking,66496124f47777fcec21a995,"Just means peace, a gesture of co-existence and pacifism. Friendly gesture.",,"Would be considered positive in any context, no negative connotation",Not Offensive/Appropriate/No Meaning,5,
454,ID_NAmer_20,V sign,Canada,Americas,Northern America,English Speaking,5d42c9ab4733ca0001ff2a24,Peace and love,,If used in a peace and love context,Not Offensive/Appropriate/No Meaning,4,
455,ID_NAmer_20,V sign,Canada,Americas,Northern America,English Speaking,66ca2d77843ac6baf8bbedd8,international sign for peace,,sign for peace,Not Offensive/Appropriate/No Meaning,5,
456,ID_NAmer_20,V sign,Canada,Americas,Northern America,English Speaking,6688359da7b0b70e2fe86f81,This means peace and shows others that the person has good intentions.,,When taking photos,Not Offensive/Appropriate/No Meaning,5,
457,ID_NAmer_20,V sign,Canada,Americas,Northern America,English Speaking,56b3edf12bac74000d89e452,It's the peace sign,,"Often used in photos to symbolize peace, happiness, and good times",Not Offensive/Appropriate/No Meaning,4,
458,ID_NAmer_21,Quenelle,United States of America,Americas,Northern America,English Speaking,66496124f47777fcec21a995,Nothing.,,"Not used in the USA, and unlikely anyone would even know what it was",Not Offensive/Appropriate/No Meaning,5,
459,ID_NAmer_21,Quenelle,United States of America,Americas,Northern America,English Speaking,5d42c9ab4733ca0001ff2a24,Unsure,Unsure,Unsure,Unsure,1,Never seen before
460,ID_NAmer_21,Quenelle,United States of America,Americas,Northern America,English Speaking,5c8ee6c36ca70b0001fe979d,no idea,,none,Not Offensive/Appropriate/No Meaning,2,
461,ID_NAmer_21,Quenelle,United States of America,Americas,Northern America,English Speaking,5c28e9dfda51990001e3204b,I don't think it has any meaning.,,if there's any meaning to this I have no idea.,Not Offensive/Appropriate/No Meaning,3,
462,ID_NAmer_21,Quenelle,United States of America,Americas,Northern America,English Speaking,5b305b176d601d0001d5ea96,i think it has some political meaning relating to the nazi,if used towards a certain demographic,might not be relevant,Unsure,5,unsure
463,ID_NAmer_22,Quenelle,Canada,Americas,Northern America,English Speaking,59f21fe8cc514a00011a66cf,I do not know.,I do not know.,I do not know.,Unsure,5,I am unfamiliar with this gesture and do not live in Canada.
464,ID_NAmer_22,Quenelle,Canada,Americas,Northern America,English Speaking,603eeee068ff0bfe74a8b316,No clue as I have never seen anyone do it,not applicable,not applicable,Unsure,5,I have never seen this
465,ID_NAmer_22,Quenelle,Canada,Americas,Northern America,English Speaking,66ca2d77843ac6baf8bbedd8,has been implied to be a nazi slaute,nazi salute,,Hateful,5,
466,ID_NAmer_22,Quenelle,Canada,Americas,Northern America,English Speaking,6688359da7b0b70e2fe86f81,none,,it doesn't imply anything,Not Offensive/Appropriate/No Meaning,5,
467,ID_NAmer_22,Quenelle,Canada,Americas,Northern America,English Speaking,56b3edf12bac74000d89e452,I've never seen this gesture so I'm not sure,I've never seen this gesture so I'm not sure,I've never seen this gesture so I'm not sure,Unsure,1,I've never seen this gesture so I'm not sure
468,ID_NAmer_23,Serbian Salute,United States of America,Americas,Northern America,English Speaking,5dd9df0e946f7c97406a55ea,peace,,"Someone may put this hand gesture up when they are leaving to signal ""peace out""",Not Offensive/Appropriate/No Meaning,4,
469,ID_NAmer_23,Serbian Salute,United States of America,Americas,Northern America,English Speaking,60e526b8c0bb71dce32c3166,No idea.,Unsure. I don't know what this hand gesture means.,Unsure. I don't know the context or what it might mean.,Unsure,3,"I've never seen anything remotely similar, so I have no idea what this means, if anything."
470,ID_NAmer_23,Serbian Salute,United States of America,Americas,Northern America,English Speaking,66063e30b927403afa9cc13f,As far as I know it refers to being pro democracy,If someone is against democracy then I guess to them it could be offensive,In political rallies that are promoting democracy,Unsure,4,Never seen it being used negatively before or know of it being offensive
471,ID_NAmer_23,Serbian Salute,United States of America,Americas,Northern America,English Speaking,5b00c4f74f435000018c5049,This gesture has not meaning,,This gesture has not meaning,Not Offensive/Appropriate/No Meaning,4,
472,ID_NAmer_23,Serbian Salute,United States of America,Americas,Northern America,English Speaking,6542660e8a2ea45b666ca4f9,it is a form of an extended salute.,,united state of America,Not Offensive/Appropriate/No Meaning,4,
473,ID_NAmer_24,Serbian Salute,Canada,Americas,Northern America,English Speaking,5c85ccec34daa70017e92ff6,I don't know. Possible means hailing a cab or the number three.,,"On the street, asking for a ride, or presenting a number.",Not Offensive/Appropriate/No Meaning,3,
474,ID_NAmer_24,Serbian Salute,Canada,Americas,Northern America,English Speaking,5dd9df0e946f7c97406a55ea,People might confuse it for a peace sign,,,Unsure,3,I do not know enough about this gesture to say
475,ID_NAmer_24,Serbian Salute,Canada,Americas,Northern America,English Speaking,60e526b8c0bb71dce32c3166,Unsure. I don't know what this means.,Not sure.,I'm not sure what this hand gesture means.,Unsure,3,"Again, I don't know what this means. I've never seen it before."
476,ID_NAmer_24,Serbian Salute,Canada,Americas,Northern America,English Speaking,653001ecaa6552b09aa80c1e,"The number 3, but usually I see it with other 3 fingers instead of 2 fingers and a thumb so I'm not sure of my answer.",,"If someone asks ""how many do you want?"" and you make this gesture to mean 3.",Not Offensive/Appropriate/No Meaning,2,
477,ID_NAmer_24,Serbian Salute,Canada,Americas,Northern America,English Speaking,650215217993641ac7ab92a8,It would be a gesture of positive comradeship between Serbians,,It could indicate solidarity in certain political situations,Not Offensive/Appropriate/No Meaning,4,
478,ID_NAmer_25,Fingers Crossed,United States of America,Americas,Northern America,English Speaking,62d9cf09c21090c5e175de6b,Hopeful attitude,,"Used when hopeful for something, often used as ""good luck"". Also the letter 'R' in ASL",Not Offensive/Appropriate/No Meaning,5,
479,ID_NAmer_25,Fingers Crossed,United States of America,Americas,Northern America,English Speaking,659c39313a046064892117fc,It means to promise or to swear something,,"It would be used when you promise someone something, very wholesome",Not Offensive/Appropriate/No Meaning,5,
